Datetime,Open,High,Low,Close,Volume,min,max,Trend,Action
2025-01-07 09:30:00-05:00,3.3299999237060547,3.3499999046325684,3.29040002822876,3.3499999046325684,0,3.35,,UpTrend,
2025-01-07 09:32:00-05:00,3.345000028610229,3.345000028610229,3.289999961853028,3.345000028610229,1681,,,UpTrend,Countermove
2025-01-07 09:34:00-05:00,3.400000095367432,3.456399917602539,3.400000095367432,3.456399917602539,2680,,,UpTrend,
2025-01-07 09:35:00-05:00,3.440000057220459,3.470000028610229,3.4100000858306885,3.4100000858306885,10371,,,UpTrend,Countermove
2025-01-07 09:36:00-05:00,3.4100000858306885,3.4100000858306885,3.400000095367432,3.400000095367432,482,,,UpTrend,Countermove
2025-01-07 09:37:00-05:00,3.400000095367432,3.400000095367432,3.3949999809265137,3.3949999809265137,1039,,,UpTrend,Countermove
2025-01-07 09:38:00-05:00,3.400000095367432,3.400000095367432,3.400000095367432,3.400000095367432,600,,,UpTrend,
2025-01-07 09:39:00-05:00,3.414999961853028,3.414999961853028,3.414999961853028,3.414999961853028,3600,,,UpTrend,
2025-01-07 09:40:00-05:00,3.4191999435424805,3.4191999435424805,3.4130001068115234,3.4130001068115234,3557,,,UpTrend,Countermove
2025-01-07 09:41:00-05:00,3.4100000858306885,3.4100000858306885,3.400000095367432,3.400000095367432,0,,,UpTrend,Countermove
2025-01-07 09:42:00-05:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,3.4100000858306885,611,,,UpTrend,
2025-01-07 09:43:00-05:00,3.392800092697144,3.392800092697144,3.392800092697144,3.392800092697144,4000,,,UpTrend,Countermove
2025-01-07 09:44:00-05:00,3.4100000858306885,3.4100000858306885,3.4100000858306885,3.4100000858306885,0,,,UpTrend,
2025-01-07 09:45:00-05:00,3.430000066757202,3.440000057220459,3.430000066757202,3.430000066757202,2079,,,UpTrend,
2025-01-07 09:46:00-05:00,3.4200000762939453,3.4200000762939453,3.4100000858306885,3.4100000858306885,1130,,,UpTrend,Countermove
2025-01-07 09:47:00-05:00,3.430000066757202,3.4800000190734863,3.430000066757202,3.4800000190734863,6885,,,UpTrend,
2025-01-07 09:48:00-05:00,3.484999895095825,3.509999990463257,3.484999895095825,3.5099000930786133,6743,,,UpTrend,
2025-01-07 09:49:00-05:00,3.505000114440918,3.509999990463257,3.5,3.506500005722046,2558,,,UpTrend,Countermove
2025-01-07 09:50:00-05:00,3.509999990463257,3.5199999809265137,3.5,3.5199999809265137,4076,,,UpTrend,
2025-01-07 09:51:00-05:00,3.5299999713897705,3.5455000400543213,3.5299999713897705,3.5455000400543213,688,,3.5455000400543213,DownTrend,Reversal
2025-01-07 09:52:00-05:00,3.549999952316284,3.549999952316284,3.5350000858306885,3.5350000858306885,4016,,,DownTrend,
2025-01-07 09:53:00-05:00,3.544100046157837,3.549999952316284,3.5213000774383545,3.5213000774383545,1833,,,DownTrend,
2025-01-07 09:54:00-05:00,3.5199999809265137,3.5199999809265137,3.470000028610229,3.509299993515014,2227,,,DownTrend,
2025-01-07 09:55:00-05:00,3.5,3.5,3.470000028610229,3.470000028610229,1110,,,DownTrend,
2025-01-07 09:56:00-05:00,3.470000028610229,3.4800000190734863,3.470000028610229,3.4800000190734863,545,,,DownTrend,Countermove
2025-01-07 09:57:00-05:00,3.4992001056671143,3.509999990463257,3.490000009536743,3.5,3651,,,DownTrend,Countermove
2025-01-07 09:58:00-05:00,3.505000114440918,3.505000114440918,3.505000114440918,3.505000114440918,1224,,,DownTrend,Countermove
2025-01-07 09:59:00-05:00,3.505000114440918,3.5172998905181885,3.505000114440918,3.5172998905181885,1257,,,DownTrend,Countermove
2025-01-07 10:00:00-05:00,3.490000009536743,3.490000009536743,3.470000028610229,3.470000028610229,4536,,,DownTrend,
2025-01-07 10:01:00-05:00,3.450000047683716,3.450000047683716,3.430000066757202,3.430000066757202,3765,,,DownTrend,
