Date,Countermoves_Mean_Open,Countermoves_Mean_High,Countermoves_Mean_Low,Countermoves_Mean_Close,Countermoves_Mean_Volume,Countermoves_Mean_min,Countermoves_Mean_max,Countermoves_Median_Open,Countermoves_Median_High,Countermoves_Median_Low,Countermoves_Median_Close,Countermoves_Median_Volume,Countermoves_Median_min,Countermoves_Median_max,Countermoves_Standard Deviation_Open,Countermoves_Standard Deviation_High,Countermoves_Standard Deviation_Low,Countermoves_Standard Deviation_Close,Countermoves_Standard Deviation_Volume,Countermoves_Standard Deviation_min,Countermoves_Standard Deviation_max,Bullish Reversals_Mean_Open,Bullish Reversals_Mean_High,Bullish Reversals_Mean_Low,Bullish Reversals_Mean_Close,Bullish Reversals_Mean_Volume,Bullish Reversals_Mean_min,Bullish Reversals_Mean_max,Bullish Reversals_Median_Open,Bullish Reversals_Median_High,Bullish Reversals_Median_Low,Bullish Reversals_Median_Close,Bullish Reversals_Median_Volume,Bullish Reversals_Median_min,Bullish Reversals_Median_max,Bullish Reversals_Standard Deviation_Open,Bullish Reversals_Standard Deviation_High,Bullish Reversals_Standard Deviation_Low,Bullish Reversals_Standard Deviation_Close,Bullish Reversals_Standard Deviation_Volume,Bullish Reversals_Standard Deviation_min,Bullish Reversals_Standard Deviation_max,Bearish Reversals_Mean_Open,Bearish Reversals_Mean_High,Bearish Reversals_Mean_Low,Bearish Reversals_Mean_Close,Bearish Reversals_Mean_Volume,Bearish Reversals_Mean_min,Bearish Reversals_Mean_max,Bearish Reversals_Median_Open,Bearish Reversals_Median_High,Bearish Reversals_Median_Low,Bearish Reversals_Median_Close,Bearish Reversals_Median_Volume,Bearish Reversals_Median_min,Bearish Reversals_Median_max,Bearish Reversals_Standard Deviation_Open,Bearish Reversals_Standard Deviation_High,Bearish Reversals_Standard Deviation_Low,Bearish Reversals_Standard Deviation_Close,Bearish Reversals_Standard Deviation_Volume,Bearish Reversals_Standard Deviation_min,Bearish Reversals_Standard Deviation_max
20241204,27.009034244560755,27.07198468307776,26.938826964676746,27.001218421327557,14620.484662576688,26.87860282583705,27.129549871506555,26.489999771118164,26.520000457763672,26.440000534057617,26.479999542236328,10370.0,26.42399978637696,26.54700088500977,1.077916092555929,1.0844964286743373,1.0482944062598785,1.0573924304477713,14958.206960512638,1.0270050928944265,1.114989245507468,26.60265998840332,26.647400283813475,26.439059829711915,26.454679870605467,22857.4,26.454679870605467,26.720320125307353,26.24329948425293,26.28700065612793,26.21150016784668,26.23259925842285,9267.0,26.23259925842285,26.353500366210938,0.9096290571212237,0.9098127013754971,0.8413505687219813,0.8409596338491703,27868.23667367564,0.8409596338491703,0.9027707161638291,27.41679992675781,27.511259841918946,27.373680114746094,27.47699966430664,22595.0,27.15851340702602,27.47699966430664,26.700000762939453,26.780000686645508,26.6299991607666,26.7450008392334,16546.0,26.615283012390144,26.7450008392334,1.2362052451919177,1.285588029138553,1.238320337535055,1.2906225155418058,19713.987521554332,1.152065553593991,1.2906225155418058
20241205,25.647635846524626,25.692009449005127,25.6060669615462,25.648139850513356,8887.493243243243,25.555208734827023,25.741088461986674,25.57999992370605,25.605199813842773,25.556750297546387,25.56999969482422,6542.5,25.47868694403233,25.658849430084228,0.4295831943093593,0.428926531438738,0.4195610689493931,0.4185172472775119,8787.811984569567,0.384461134024984,0.42710129438985883,25.349899768829346,25.37375020980835,25.278500080108646,25.287500381469727,6518.5,25.287500381469727,25.477202492952348,25.4399995803833,25.46500015258789,25.375000000000004,25.375000000000004,4157.0,25.375000000000004,25.556714630126955,0.2582957981924802,0.24301479728362393,0.22776196502219437,0.22867348980959254,5229.569102708177,0.22867348980959254,0.2972580075216327,26.131250381469727,26.1875,26.12125015258789,26.170125007629395,13004.25,25.876642894744872,26.170125007629395,25.922500610351562,25.954999923706055,25.902500152587894,25.94499969482422,3405.0,25.829285939534508,25.94499969482422,0.7078652640264141,0.7705576468494018,0.7070406945374623,0.7472735754582058,21017.9400731058,0.40595768513536934,0.7472735754582058
20241206,26.69856892461362,26.749911728853025,26.6515000266318,26.696195590570106,10082.136645962733,26.60190009033539,26.813146011089138,26.826000213623047,26.875,26.780000686645508,26.825000762939453,5778.0,26.768725156784058,26.941999816894537,0.37123716719847477,0.3598634366602329,0.3799725021581488,0.3759690722416601,11730.627459505788,0.3978404295665168,0.3396934968419021,26.41601982116699,26.45111999511719,26.329999923706055,26.334440231323242,11335.4,26.334440231323242,26.583506152315966,26.620100021362305,26.69050025939941,26.600000381469727,26.600000381469727,9912.0,26.600000381469727,26.928000586373464,0.477221307989793,0.49209588769683205,0.5651548554877823,0.5653787267564633,7973.200568153293,0.5653787267564633,0.5528001284212193,26.90831693013509,27.05096658070882,26.862433433532715,27.01693344116211,22816.166666666668,26.727541518211368,27.01693344116211,27.096150398254395,27.218199729919434,27.079700469970703,27.193400382995605,22505.5,26.856249928474426,27.193400382995605,0.379454667194127,0.3265500326141871,0.3959434573692534,0.3561548591989064,8368.883448027382,0.34493309335266087,0.3561548591989064
20241209,25.08333749835994,25.127024501359383,25.04379180337296,25.084272060264535,6723.829931972789,25.004124073870873,25.16416179745524,24.989999771118164,25.020000457763672,24.950000762939453,24.97010040283203,3660.0,24.900058185353,25.051890563964843,0.4242511128002427,0.4340304626451684,0.40425807529462465,0.41103188689818304,8836.9079026036,0.3914995515696411,0.43890103675629927,24.81005973815918,24.828119659423827,24.71800003051758,24.729999923706053,10480.2,24.729999923706053,24.925226783752443,24.82080078125,24.82080078125,24.790000915527344,24.790000915527344,6150.0,24.790000915527344,24.894999504089355,0.21973122431442352,0.2268219401505151,0.22409788329727548,0.1989973695302498,11625.999965594357,0.1989973695302498,0.21705564506388925,25.34530029296875,25.41664047241211,25.300340270996095,25.393539810180663,9066.2,25.189961157678074,25.393539810180663,25.10650062561035,25.16320037841797,25.05120086669922,25.16320037841797,11111.0,24.93614959716797,25.16320037841797,0.68909000175489,0.6761824772250469,0.624317652482013,0.6360597390226418,6466.229326276636,0.5831906418879536,0.6360597390226418
20241210,23.038729209404487,23.072203883877048,22.989429882594518,23.02701948834704,9928.214285714286,22.942947346732876,23.117124327860136,22.93220043182373,22.949649810791016,22.902400016784668,22.93220043182373,5950.0,22.85375046730041,22.999374682253062,0.4062016782173704,0.4016677038523384,0.3600347656883143,0.36939919255102344,17794.519264897663,0.35100210977052804,0.41334136492302015,22.991167068481445,23.00956662495931,22.83460013071696,22.84468364715576,31544.166666666668,22.84468364715576,23.11568350564866,22.831050872802734,22.844050407409668,22.73519992828369,22.75670051574707,16364.0,22.75670051574707,22.904149532318115,0.4233089295969056,0.4190752004133752,0.3702404676519986,0.36925311803762106,48742.78916277429,0.36925311803762106,0.4796386321199928,23.302583694458008,23.397600173950195,23.289316813151043,23.377649943033855,10601.333333333334,23.194835101485882,23.377649943033855,23.077800750732422,23.135000228881836,23.067800521850586,23.119999885559082,5351.0,22.954166438844467,23.119999885559082,0.4561320065746615,0.5224277597506489,0.45967712828613355,0.5150419063409963,12692.359617764801,0.4855549055756322,0.5150419063409963
20241211,23.230163243081833,23.26372567812602,23.193416635195415,23.2253555059433,6072.604166666667,23.155668435838646,23.301966382533482,23.100000381469727,23.144049644470215,23.08524990081787,23.116800308227543,4336.0,23.033349990844727,23.156256675720215,0.6047342217140631,0.5925427952238506,0.60620052181068,0.5965784806690536,5620.135049541729,0.6116054661208001,0.589380155311486,23.045219802856444,23.05998001098633,23.01272048950195,23.018200302124022,4746.4,23.018200302124022,23.215122611636204,23.053600311279297,23.053600311279297,23.053600311279297,23.053600311279297,1389.0,23.053600311279297,23.197560119628903,0.7157087965292089,0.7058768627606341,0.7060390026600377,0.7103743730691999,6002.566267855774,0.7103743730691999,0.7229287927590711,23.341500091552735,23.446060180664062,23.329459762573244,23.428060150146486,20020.4,23.201326387874666,23.428060150146486,23.200300216674805,23.270000457763672,23.200300216674805,23.270000457763672,16150.0,23.094999694824217,23.270000457763672,0.5710538758475834,0.5328584526907015,0.5741777417397095,0.5398783484944736,18453.21325135544,0.5557606713659511,0.5398783484944736
20241212,24.360190469924717,24.402622654013438,24.329562330899172,24.371551356903495,7587.945205479452,24.26452568626132,24.447274786797838,24.65715026855469,24.6850004196167,24.63499927520752,24.670000076293945,4866.0,24.62097005844116,24.749900817871094,0.7627817209045886,0.7719944018952432,0.7554802035543078,0.7648040472392609,9061.94003114186,0.7276092818318426,0.7886407717736615,23.786250114440918,23.832375049591064,23.687750339508057,23.712525367736816,19046.75,23.712525367736816,24.12518665530628,23.734999656677246,23.81999969482422,23.610000610351562,23.650050163269043,9944.0,23.650050163269043,23.959621276174275,0.7283244178573407,0.7527876702863305,0.7434287155739551,0.7566058542637866,22954.969707015516,0.7566058542637866,1.0112506475167817,24.78302478790283,24.90922498703003,24.773649692535397,24.892974376678467,18659.5,24.639198680151075,24.892974376678467,25.140999794006348,25.2034502029419,25.127249717712402,25.20094966888428,18317.5,24.966845149085643,25.20094966888428,1.0172339360660017,0.9886466743339462,1.0160489941335222,1.015798095007864,14153.860451010058,0.9124406678407688,1.015798095007864
20241213,23.905168009739295,23.930139242434034,23.861096114115,23.8870588065752,6823.339869281046,23.81438237346679,23.97814372318828,23.834999084472656,23.86000061035156,23.77449989318848,23.802499771118164,3362.0,23.72245372425426,23.90061446598597,0.39653406548676157,0.39390272855794384,0.3812420555753676,0.3814054606478932,9088.794209704636,0.38097928938637793,0.3775688330229681,23.801666259765625,23.801666259765625,23.731899897257488,23.73823356628418,6626.333333333333,23.73823356628418,23.875666554768884,23.57999992370605,23.57999992370605,23.525999069213867,23.545000076293945,4388.0,23.545000076293945,23.661999511718754,0.5990896037297035,0.5990896037297035,0.6114296769419044,0.6083208633968178,5409.727565537228,0.6083208633968178,0.6111839953963812,24.037333170572918,24.130000432332356,24.036333084106445,24.126667022705078,15052.0,23.806552625957284,24.126667022705078,24.100000381469727,24.200000762939453,24.100000381469727,24.200000762939453,13634.0,23.89399948120117,24.200000762939453,0.1344411400985576,0.16643302537347487,0.1361633649522748,0.17214333929743078,2591.4411048681004,0.2135508091309527,0.17214333929743078
20241216,25.72515368461609,25.75813379007227,25.681617666693295,25.714841884725235,6389.676470588235,25.629517474237286,25.826904472308115,25.768049240112305,25.777500152587894,25.72504997253418,25.758399963378906,3840.0,25.681249904632566,25.850000381469727,0.27501531841163135,0.2673958698792998,0.26852308249112317,0.26381878217579346,7193.398613525591,0.27136997255935,0.24999064038323823,25.389919662475588,25.414580154418946,25.32492027282715,25.371000289916992,7533.2,25.371000289916992,25.618291401863097,25.35449981689453,25.39229965209961,25.35449981689453,25.36000061035156,3968.0,25.36000061035156,25.56470572948456,0.263748210744079,0.2518750397516308,0.30180638593123765,0.26015390631310775,8616.610046880385,0.26015390631310775,0.22003953626080922,25.775000381469727,25.9206600189209,25.75884017944336,25.886660003662108,20952.0,25.650236655422372,25.886660003662108,25.770000457763672,25.979999542236328,25.770000457763672,25.89999961853028,5084.0,25.653833389282227,25.89999961853028,0.3090305561035516,0.28014910985376484,0.33700422194499113,0.31180070645497737,24758.832676440947,0.3067511720428932,0.31180070645497737
20241217,25.21846095457772,25.25631847760535,25.186317923842676,25.22228743698423,5920.066225165563,25.150322240808123,25.298703633115448,25.200000762939453,25.239999771118164,25.19029998779297,25.209999084472656,3186.0,25.16636397621848,25.298668265342712,0.3220840321035028,0.32636294490470796,0.3006439423515687,0.30541190347368413,6763.149555908473,0.2973703829886783,0.3208062322264179,25.091000366210938,25.111000061035156,24.93580017089844,24.96154022216797,18141.2,24.96154022216797,25.15747200383769,25.06999969482422,25.06999969482422,25.01099967956543,25.030000686645508,13024.0,25.030000686645508,25.12125723702567,0.14001776419146783,0.14354393002976593,0.25943069959495885,0.24640179502613388,16309.829465693381,0.24640179502613388,0.2327308724070005,25.727300262451173,25.81400032043457,25.68302001953125,25.793740463256835,13375.2,25.409229490492077,25.793740463256835,25.418399810791016,25.5,25.40999984741211,25.475000381469727,11009.0,25.19714946746826,25.475000381469727,0.6969391482651913,0.6866800910354891,0.6656696336520369,0.6689567353465846,10427.667510042695,0.5503855873817091,0.6689567353465846
